"Plot Title: 110 Meter"
"#","Date Time, GMT-07:00","Temp, C","Bad Battery","Stopped","End Of File"
399,05/06/10 06:45:50 AM,8.245,,,
400,05/06/10 06:46:15 AM,8.543,,,
401,05/06/10 06:46:40 AM,41.443,,,
402,05/06/10 06:47:05 AM,3.248,,,
403,05/06/10 06:47:30 AM,8.295,,,
404,05/06/10 06:47:55 AM,21.246,,,
405,05/06/10 06:48:20 AM,27.063,,,
406,05/06/10 06:48:45 AM,4.141,,,
407,05/06/10 06:49:10 AM,14.481,,,
408,05/06/10 06:49:35 AM,8.519,,,
409,05/06/10 06:50:00 AM,41.443,,,
410,05/06/10 06:50:25 AM,3.248,,,
411,05/06/10 06:50:50 AM,7.895,,,
412,05/06/10 06:51:15 AM,21.246,,,
413,05/06/10 06:51:40 AM,27.063,,,
414,05/06/10 06:52:05 AM,-2.918,,,
415,05/06/10 06:52:30 AM,14.481,,,
416,05/06/10 06:52:55 AM,8.519,,,
417,05/06/10 06:53:20 AM,41.531,,,
418,05/06/10 06:53:45 AM,3.248,,,
419,05/06/10 06:54:10 AM,7.895,,,
420,05/06/10 06:54:35 AM,22.011,,,
421,05/06/10 06:55:00 AM,27.063,,,
422,05/06/10 06:55:25 AM,-2.918,,,
423,05/06/10 06:55:50 AM,20.579,,,
424,05/06/10 06:56:15 AM,8.519,,,
425,05/06/10 06:56:40 AM,41.531,,,
426,05/06/10 06:57:05 AM,3.248,,,
427,05/06/10 06:57:30 AM,7.895,,,
428,05/06/10 06:57:55 AM,22.011,,,
429,05/06/10 06:58:20 AM,27.063,,,
430,05/06/10 06:58:45 AM,-2.918,,,
431,05/06/10 06:59:10 AM,26.744,,,
432,05/06/10 06:59:35 AM,8.519,,,
433,05/06/10 07:00:00 AM,41.502,,,
434,05/06/10 07:00:25 AM,3.248,,,
435,05/06/10 07:00:50 AM,7.895,,,
436,05/06/10 07:01:15 AM,21.628,,,
437,05/06/10 07:01:40 AM,27.063,,,
438,05/06/10 07:02:05 AM,-2.918,,,
439,05/06/10 07:02:30 AM,26.744,,,
440,05/06/10 07:02:55 AM,8.519,,,
441,05/06/10 07:03:20 AM,41.502,,,
442,05/06/10 07:03:45 AM,3.248,,,
443,05/06/10 07:04:10 AM,7.494,,,
444,05/06/10 07:04:35 AM,22.393,,,
445,05/06/10 07:05:00 AM,27.063,,,
446,05/06/10 07:05:25 AM,-11.147,,,
447,05/06/10 07:05:50 AM,33.183,,,
448,05/06/10 07:06:15 AM,8.494,,,
449,05/06/10 07:06:40 AM,41.502,,,
450,05/06/10 07:07:05 AM,3.248,,,
451,05/06/10 07:07:30 AM,7.494,,,
452,05/06/10 07:07:55 AM,22.011,,,
453,05/06/10 07:08:20 AM,27.063,,,
454,05/06/10 07:08:45 AM,-11.147,,,
455,05/06/10 07:09:10 AM,20.579,,,
456,05/06/10 07:09:35 AM,8.469,,,
457,05/06/10 07:10:00 AM,41.531,,,
458,05/06/10 07:10:25 AM,3.248,,,
459,05/06/10 07:10:50 AM,7.091,,,
460,05/06/10 07:11:15 AM,22.011,,,
461,05/06/10 07:11:40 AM,27.063,,,
462,05/06/10 07:12:05 AM,-21.816,,,
463,05/06/10 07:12:30 AM,33.183,,,
464,05/06/10 07:12:55 AM,8.469,,,
465,05/06/10 07:13:20 AM,41.531,,,
466,05/06/10 07:13:45 AM,3.248,,,
467,05/06/10 07:14:10 AM,7.091,,,
468,05/06/10 07:14:35 AM,22.011,,,
469,05/06/10 07:15:00 AM,27.063,,,
470,05/06/10 07:15:25 AM,-21.816,,,
471,05/06/10 07:15:50 AM,26.744,,,
472,05/06/10 07:16:15 AM,8.469,,,
473,05/06/10 07:16:40 AM,41.531,,,
474,05/06/10 07:17:05 AM,3.248,,,
475,05/06/10 07:17:30 AM,7.091,,,
476,05/06/10 07:17:55 AM,21.628,,,
477,05/06/10 07:18:20 AM,27.063,,,
478,05/06/10 07:18:45 AM,-21.816,,,
479,05/06/10 07:19:10 AM,26.744,,,
480,05/06/10 07:19:35 AM,8.444,,,
481,05/06/10 07:20:00 AM,41.502,,,
482,05/06/10 07:20:25 AM,3.248,,,
483,05/06/10 07:20:50 AM,6.687,,,
484,05/06/10 07:21:15 AM,21.628,,,
485,05/06/10 07:21:40 AM,27.063,,,
486,05/06/10 07:22:05 AM,-39.634,,,
