"Plot Title: 2373807"
"#","Date Time, GMT-07:00","Temp, C","RH, %","Batt, V","Coupler Detached","Coupler Attached","Host Connected","Bad Battery","Good Battery","Stopped","End Of File"
163,01/26/10 09:09:14 PM,5.591,100.000,3.36,,,,,,,
164,01/26/10 09:39:14 PM,5.154,100.000,3.36,,,,,,,
165,01/26/10 10:09:14 PM,4.895,100.000,3.36,,,,,,,
166,01/26/10 10:39:14 PM,4.688,100.000,3.34,,,,,,,
167,01/26/10 11:09:14 PM,4.506,100.000,3.34,,,,,,,
168,01/26/10 11:39:14 PM,4.558,100.000,3.34,,,,,,,
169,01/27/10 12:09:14 AM,4.558,100.000,3.34,,,,,,,
170,01/27/10 12:39:14 AM,4.454,100.000,3.34,,,,,,,
171,01/27/10 01:09:14 AM,4.168,100.000,3.34,,,,,,,
172,01/27/10 01:39:14 AM,3.880,100.000,3.34,,,,,,,
173,01/27/10 02:09:14 AM,3.670,100.000,3.34,,,,,,,
174,01/27/10 02:39:14 AM,3.459,100.000,3.34,,,,,,,
175,01/27/10 03:09:14 AM,3.248,100.000,3.34,,,,,,,
176,01/27/10 03:39:14 AM,3.195,100.000,3.34,,,,,,,
177,01/27/10 04:09:14 AM,2.983,100.000,3.32,,,,,,,
178,01/27/10 04:39:14 AM,2.770,100.000,3.32,,,,,,,
179,01/27/10 05:09:14 AM,2.717,100.000,3.32,,,,,,,
180,01/27/10 05:39:14 AM,2.557,100.000,3.32,,,,,,,
181,01/27/10 06:09:14 AM,2.530,100.000,3.32,,,,,,,
182,01/27/10 06:39:14 AM,2.396,100.000,3.32,,,,,,,
183,01/27/10 07:09:14 AM,2.182,100.000,3.32,,,,,,,
184,01/27/10 07:39:14 AM,2.128,100.000,3.32,,,,,,,
185,01/27/10 08:09:14 AM,1.886,100.000,3.32,,,,,,,
186,01/27/10 08:39:14 AM,1.832,100.000,3.32,,,,,,,
187,01/27/10 09:09:14 AM,1.778,100.000,3.32,,,,,,,
188,01/27/10 09:39:14 AM,1.670,100.000,3.32,,,,,,,
189,01/27/10 10:09:14 AM,1.724,100.000,3.32,,,,,,,
190,01/27/10 10:39:14 AM,1.913,100.000,3.32,,,,,,,
191,01/27/10 11:09:14 AM,2.690,100.000,3.32,,,,,,,
192,01/27/10 11:39:14 AM,3.958,100.000,3.34,,,,,,,
193,01/27/10 12:09:14 PM,4.895,100.000,3.34,,,,,,,
194,01/27/10 12:39:14 PM,5.565,100.000,3.34,,,,,,,
195,01/27/10 01:09:14 PM,6.077,100.000,3.36,,,,,,,
196,01/27/10 01:39:14 PM,6.661,100.000,3.36,,,,,,,
197,01/27/10 02:09:14 PM,7.343,100.000,3.36,,,,,,,
198,01/27/10 02:39:14 PM,8.319,100.000,3.38,,,,,,,
199,01/27/10 03:09:14 PM,8.444,100.000,3.38,,,,,,,
200,01/27/10 03:39:14 PM,8.643,100.000,3.38,,,,,,,
201,01/27/10 04:09:14 PM,8.817,100.000,3.38,,,,,,,
202,01/27/10 04:39:14 PM,8.965,100.000,3.38,,,,,,,
203,01/27/10 05:09:14 PM,8.469,100.000,3.38,,,,,,,
204,01/27/10 05:39:14 PM,7.970,100.000,3.38,,,,,,,
205,01/27/10 06:09:14 PM,7.469,100.000,3.38,,,,,,,
206,01/27/10 06:39:14 PM,6.965,100.000,3.38,,,,,,,
207,01/27/10 07:09:14 PM,6.484,100.000,3.36,,,,,,,
208,01/27/10 07:39:14 PM,6.077,100.000,3.36,,,,,,,
209,01/27/10 08:09:14 PM,5.693,100.000,3.36,,,,,,,
210,01/27/10 08:39:14 PM,5.411,100.000,3.36,,,,,,,
211,01/27/10 09:09:14 PM,4.921,100.000,3.36,,,,,,,
212,01/27/10 09:39:14 PM,4.532,100.000,3.34,,,,,,,
213,01/27/10 10:09:14 PM,4.220,100.000,3.34,,,,,,,
214,01/27/10 10:39:14 PM,4.037,100.000,3.34,,,,,,,
215,01/27/10 11:09:14 PM,3.985,100.000,3.34,,,,,,,
216,01/27/10 11:39:14 PM,3.722,100.000,3.34,,,,,,,
217,01/28/10 12:09:14 AM,3.459,100.000,3.34,,,,,,,
218,01/28/10 12:39:14 AM,3.327,100.000,3.34,,,,,,,
219,01/28/10 01:09:14 AM,3.221,100.000,3.34,,,,,,,
220,01/28/10 01:39:14 AM,3.089,100.000,3.34,,,,,,,
221,01/28/10 02:09:14 AM,2.823,100.000,3.32,,,,,,,
222,01/28/10 02:39:14 AM,2.610,100.000,3.32,,,,,,,
223,01/28/10 03:09:14 AM,2.450,100.000,3.32,,,,,,,
224,01/28/10 03:39:14 AM,2.316,100.000,3.32,,,,,,,
225,01/28/10 04:09:14 AM,2.209,100.000,3.32,,,,,,,
226,01/28/10 04:39:14 AM,2.155,100.000,3.32,,,,,,,
227,01/28/10 05:09:14 AM,2.155,100.000,3.32,,,,,,,
228,01/28/10 05:39:14 AM,2.209,100.000,3.32,,,,,,,
229,01/28/10 06:09:14 AM,2.236,100.000,3.32,,,,,,,
230,01/28/10 06:39:14 AM,2.047,100.000,3.32,,,,,,,
231,01/28/10 07:09:14 AM,1.724,100.000,3.32,,,,,,,
232,01/28/10 07:39:14 AM,1.507,100.000,3.32,,,,,,,
233,01/28/10 08:09:14 AM,1.289,100.000,3.32,,,,,,,
234,01/28/10 08:39:14 AM,1.180,100.000,3.32,,,,,,,
235,01/28/10 09:09:14 AM,1.289,100.000,3.32,,,,,,,
236,01/28/10 09:39:14 AM,1.588,100.000,3.32,,,,,,,
237,01/28/10 10:09:14 AM,1.967,100.000,3.32,,,,,,,
238,01/28/10 10:39:14 AM,2.450,100.000,3.32,,,,,,,
239,01/28/10 11:09:14 AM,3.301,100.000,3.32,,,,,,,
240,01/28/10 11:39:14 AM,4.141,100.000,3.34,,,,,,,
241,01/28/10 12:09:14 PM,5.050,100.000,3.34,,,,,,,
242,01/28/10 12:39:14 PM,5.745,100.000,3.34,,,,,,,
243,01/28/10 01:09:14 PM,6.077,100.000,3.36,,,,,,,
244,01/28/10 01:39:14 PM,7.116,100.000,3.36,,,,,,,
245,01/28/10 02:09:14 PM,7.820,100.000,3.36,,,,,,,
246,01/28/10 02:39:14 PM,8.941,100.000,3.38,,,,,,,
247,01/28/10 03:09:14 PM,9.213,100.000,3.38,,,,,,,
248,01/28/10 03:39:14 PM,9.460,100.000,3.38,,,,,,,
249,01/28/10 04:09:14 PM,9.188,100.000,3.38,,,,,,,
250,01/28/10 04:39:14 PM,9.040,100.000,3.38,,,,,,,
251,01/28/10 05:09:14 PM,8.916,100.000,3.38,,,,,,,
252,01/28/10 05:39:14 PM,8.643,100.000,3.38,,,,,,,
253,01/28/10 06:09:14 PM,8.319,100.000,3.38,,,,,,,
254,01/28/10 06:39:14 PM,7.745,100.000,3.38,,,,,,,
255,01/28/10 07:09:14 PM,7.192,100.000,3.38,,,,,,,
256,01/28/10 07:39:14 PM,6.687,100.000,3.36,,,,,,,
257,01/28/10 08:09:14 PM,6.357,100.000,3.36,,,,,,,
258,01/28/10 08:39:14 PM,6.102,100.000,3.36,,,,,,,
259,01/28/10 09:09:14 PM,5.949,100.000,3.36,,,,,,,
260,01/28/10 09:39:14 PM,5.796,100.000,3.36,,,,,,,
261,01/28/10 10:09:14 PM,5.668,100.000,3.36,,,,,,,
262,01/28/10 10:39:14 PM,5.360,100.000,3.36,,,,,,,
263,01/28/10 11:09:14 PM,5.154,100.000,3.36,,,,,,,
264,01/28/10 11:39:14 PM,5.128,100.000,3.34,,,,,,,
265,01/29/10 12:09:14 AM,5.102,100.000,3.34,,,,,,,
266,01/29/10 12:39:14 AM,5.488,100.000,3.36,,,,,,,
267,01/29/10 01:09:14 AM,5.565,100.000,3.36,,,,,,,
268,01/29/10 01:39:14 AM,5.796,100.000,3.36,,,,,,,
269,01/29/10 02:09:14 AM,5.975,100.000,3.36,,,,,,,
270,01/29/10 02:39:14 AM,6.026,100.000,3.36,,,,,,,
271,01/29/10 03:09:14 AM,6.026,100.000,3.36,,,,,,,
272,01/29/10 03:39:14 AM,5.949,100.000,3.36,,,,,,,
273,01/29/10 04:09:14 AM,5.949,100.000,3.36,,,,,,,
274,01/29/10 04:39:14 AM,5.924,100.000,3.36,,,,,,,
275,01/29/10 05:09:14 AM,5.872,100.000,3.36,,,,,,,
276,01/29/10 05:39:14 AM,5.693,100.000,3.36,,,,,,,
277,01/29/10 06:09:14 AM,5.488,100.000,3.36,,,,,,,
278,01/29/10 06:39:14 AM,5.231,100.000,3.34,,,,,,,
279,01/29/10 07:09:14 AM,4.999,100.000,3.34,,,,,,,
280,01/29/10 07:39:14 AM,4.999,100.000,3.34,,,,,,,
281,01/29/10 08:09:14 AM,5.128,100.000,3.34,,,,,,,
282,01/29/10 08:39:14 AM,5.179,100.000,3.34,,,,,,,
283,01/29/10 09:09:14 AM,5.257,100.000,3.34,,,,,,,
284,01/29/10 09:39:14 AM,5.488,100.000,3.34,,,,,,,
285,01/29/10 10:09:14 AM,5.591,100.000,3.34,,,,,,,
286,01/29/10 10:39:14 AM,6.026,100.000,3.36,,,,,,,
287,01/29/10 11:09:14 AM,6.611,100.000,3.36,,,,,,,
288,01/29/10 11:39:14 AM,7.167,100.000,3.36,,,,,,,
289,01/29/10 12:09:14 PM,7.619,100.000,3.36,,,,,,,
290,01/29/10 12:39:14 PM,8.020,100.000,3.38,,,,,,,
291,01/29/10 01:09:14 PM,8.519,100.000,3.38,,,,,,,
292,01/29/10 01:39:14 PM,8.717,99.967,3.38,,,,,,,
293,01/29/10 02:09:14 PM,8.916,100.000,3.38,,,,,,,
294,01/29/10 02:39:14 PM,8.916,100.000,3.38,,,,,,,
295,01/29/10 03:09:14 PM,8.568,100.000,3.38,,,,,,,
296,01/29/10 03:39:14 PM,8.717,100.000,3.38,,,,,,,
297,01/29/10 04:09:14 PM,8.866,100.000,3.38,,,,,,,
298,01/29/10 04:39:14 PM,8.618,100.000,3.38,,,,,,,
299,01/29/10 05:09:14 PM,8.469,100.000,3.38,,,,,,,
300,01/29/10 05:39:14 PM,8.095,100.000,3.38,,,,,,,
301,01/29/10 06:09:14 PM,7.544,100.000,3.38,,,,,,,
302,01/29/10 06:39:14 PM,7.268,100.000,3.36,,,,,,,
303,01/29/10 07:09:14 PM,7.142,100.000,3.38,,,,,,,
304,01/29/10 07:39:14 PM,7.066,100.000,3.36,,,,,,,
305,01/29/10 08:09:14 PM,6.940,100.000,3.36,,,,,,,
306,01/29/10 08:39:14 PM,6.864,100.000,3.36,,,,,,,
307,01/29/10 09:09:14 PM,6.813,100.000,3.36,,,,,,,
308,01/29/10 09:39:14 PM,6.737,100.000,3.36,,,,,,,
309,01/29/10 10:09:14 PM,6.661,100.000,3.36,,,,,,,
310,01/29/10 10:39:14 PM,6.433,100.000,3.36,,,,,,,
311,01/29/10 11:09:14 PM,6.357,100.000,3.36,,,,,,,
312,01/29/10 11:39:14 PM,6.281,100.000,3.36,,,,,,,
313,01/30/10 12:09:14 AM,6.255,100.000,3.36,,,,,,,
314,01/30/10 12:39:14 AM,6.204,100.000,3.36,,,,,,,
315,01/30/10 01:09:14 AM,6.179,100.000,3.36,,,,,,,
316,01/30/10 01:39:14 AM,6.153,100.000,3.36,,,,,,,
317,01/30/10 02:09:14 AM,6.102,100.000,3.36,,,,,,,
318,01/30/10 02:39:14 AM,5.975,100.000,3.36,,,,,,,
319,01/30/10 03:09:14 AM,5.949,100.000,3.36,,,,,,,
320,01/30/10 03:39:14 AM,5.949,100.000,3.36,,,,,,,
321,01/30/10 04:09:14 AM,5.924,100.000,3.36,,,,,,,
322,01/30/10 04:39:14 AM,5.898,100.000,3.36,,,,,,,
323,01/30/10 05:09:14 AM,5.898,100.000,3.36,,,,,,,
324,01/30/10 05:39:14 AM,5.898,100.000,3.36,,,,,,,
325,01/30/10 06:09:14 AM,5.898,100.000,3.36,,,,,,,
326,01/30/10 06:39:14 AM,5.898,100.000,3.36,,,,,,,
327,01/30/10 07:09:14 AM,5.898,100.000,3.36,,,,,,,
328,01/30/10 07:39:14 AM,5.898,100.000,3.36,,,,,,,
329,01/30/10 08:09:14 AM,5.872,100.000,3.36,,,,,,,
330,01/30/10 08:39:14 AM,5.847,100.000,3.36,,,,,,,
331,01/30/10 09:09:14 AM,5.847,100.000,3.36,,,,,,,
332,01/30/10 09:39:14 AM,5.872,100.000,3.36,,,,,,,
333,01/30/10 10:09:14 AM,6.000,100.000,3.36,,,,,,,
334,01/30/10 10:39:14 AM,6.153,100.000,3.36,,,,,,,
335,01/30/10 11:09:14 AM,6.509,100.000,3.36,,,,,,,
336,01/30/10 11:39:14 AM,6.889,100.000,3.36,,,,,,,
337,01/30/10 12:09:14 PM,7.293,100.000,3.36,,,,,,,
338,01/30/10 12:39:14 PM,7.770,100.000,3.38,,,,,,,
339,01/30/10 01:09:14 PM,8.020,100.000,3.38,,,,,,,
340,01/30/10 01:39:14 PM,7.920,100.000,3.38,,,,,,,
341,01/30/10 02:09:14 PM,8.020,100.000,3.38,,,,,,,
342,01/30/10 02:39:14 PM,8.319,100.000,3.38,,,,,,,
343,01/30/10 03:09:14 PM,8.643,100.000,3.38,,,,,,,
344,01/30/10 03:39:14 PM,8.693,100.000,3.38,,,,,,,
345,01/30/10 04:09:14 PM,8.344,100.000,3.38,,,,,,,
346,01/30/10 04:39:14 PM,8.120,100.000,3.38,,,,,,,
347,01/30/10 05:09:14 PM,8.020,100.000,3.38,,,,,,,
348,01/30/10 05:39:14 PM,7.695,100.000,3.38,,,,,,,
349,01/30/10 06:09:14 PM,7.293,100.000,3.38,,,,,,,
350,01/30/10 06:39:14 PM,6.763,100.000,3.36,,,,,,,
351,01/30/10 07:09:14 PM,6.535,100.000,3.36,,,,,,,
352,01/30/10 07:39:14 PM,6.560,100.000,3.36,,,,,,,
353,01/30/10 08:09:14 PM,6.535,100.000,3.36,,,,,,,
354,01/30/10 08:39:14 PM,6.560,100.000,3.36,,,,,,,
355,01/30/10 09:09:14 PM,6.458,100.000,3.36,,,,,,,
356,01/30/10 09:39:14 PM,6.408,100.000,3.36,,,,,,,
357,01/30/10 10:09:14 PM,6.204,100.000,3.36,,,,,,,
358,01/30/10 10:39:14 PM,5.898,100.000,3.36,,,,,,,
359,01/30/10 11:09:14 PM,5.642,100.000,3.36,,,,,,,
360,01/30/10 11:39:14 PM,5.308,100.000,3.34,,,,,,,
361,01/31/10 12:09:14 AM,4.947,100.000,3.34,,,,,,,
362,01/31/10 12:39:14 AM,4.662,100.000,3.34,,,,,,,
363,01/31/10 01:09:14 AM,4.141,100.000,3.34,,,,,,,
364,01/31/10 01:39:14 AM,3.854,100.000,3.34,,,,,,,
365,01/31/10 02:09:14 AM,3.880,100.000,3.34,,,,,,,
366,01/31/10 02:39:14 AM,3.801,100.000,3.34,,,,,,,
367,01/31/10 03:09:14 AM,3.406,100.000,3.34,,,,,,,
368,01/31/10 03:39:14 AM,3.221,100.000,3.32,,,,,,,
369,01/31/10 04:09:14 AM,3.168,100.000,3.32,,,,,,,
370,01/31/10 04:39:14 AM,3.142,100.000,3.32,,,,,,,
371,01/31/10 05:09:14 AM,2.983,100.000,3.32,,,,,,,
372,01/31/10 05:39:14 AM,2.930,100.000,3.32,,,,,,,
373,01/31/10 06:09:14 AM,2.877,100.000,3.32,,,,,,,
374,01/31/10 06:39:14 AM,2.823,100.000,3.32,,,,,,,
375,01/31/10 07:09:14 AM,2.744,100.000,3.32,,,,,,,
376,01/31/10 07:39:14 AM,2.530,100.000,3.32,,,,,,,
377,01/31/10 08:09:14 AM,2.423,100.000,3.32,,,,,,,
378,01/31/10 08:39:14 AM,2.316,100.000,3.32,,,,,,,
379,01/31/10 09:09:14 AM,2.396,100.000,3.32,,,,,,,
380,01/31/10 09:39:14 AM,2.584,100.000,3.32,,,,,,,
381,01/31/10 10:09:14 AM,2.610,100.000,3.32,,,,,,,
382,01/31/10 10:39:14 AM,3.168,100.000,3.32,,,,,,,
383,01/31/10 11:09:14 AM,3.880,100.000,3.32,,,,,,,
